id,release_month_spa
77925,Enero
5157,Mayo
118283,Octubre
176670,Mayo
46615,Febrero
190950,Enero
32929,Febrero
133827,Septiembre
258893,Marzo
137698,Mayo
209249,Septiembre
99312,Enero
188161,Mayo
109133,Mayo
42200,Febrero
31185,Febrero
252147,Junio
51069,Enero
137113,Mayo
228339,Diciembre
262391,Abril
185949,Diciembre
173192,Marzo
60643,Enero
203819,Marzo
177677,Julio
106938,Diciembre
20880,Enero
64923,Enero
75130,Octubre
198185,Mayo
255497,Junio
174323,Octubre
39567,Septiembre
281908,Enero
173908,Abril
159012,Noviembre
248376,Enero
192133,Septiembre
62876,Noviembre
54544,Febrero
181753,Junio
255268,Abril
256118,Febrero
91245,Marzo
79778,Marzo
207021,Septiembre
120653,Enero
82657,Mayo
185471,Julio
42886,Octubre
245175,Enero
46941,Abril
160008,Diciembre
267752,Noviembre
136786,Septiembre
234154,Enero
175339,Septiembre
220494,Noviembre
163376,Julio
92349,Diciembre
248212,Agosto
248688,Noviembre
217948,Abril
4926,Mayo
222935,Mayo
209185,Mayo
40458,Enero
174682,Abril
175541,Noviembre
220820,Septiembre
105875,Agosto
79906,Octubre
140870,Noviembre
94671,Febrero
40485,Enero
93057,Noviembre
106042,Diciembre
128841,Agosto
82881,Enero
202238,Marzo
61221,Septiembre
44631,Diciembre
43808,Julio
104556,Noviembre
131366,Diciembre
50379,Junio
110428,Marzo
41943,Septiembre
100271,Abril
157851,Mayo
1731,Enero
15942,Octubre
78463,Febrero
68247,Julio
41415,Mayo
250651,Junio
201066,Junio
218425,Septiembre
93837,Enero
227700,Octubre
83406,Enero
208182,Mayo
228028,Enero
126676,Agosto
114574,Junio
187017,Junio
244088,Enero
156022,Septiembre
84201,Febrero
82702,Junio
228915,Octubre
102272,Abril
38195,Julio
194662,Agosto
48573,Septiembre
50028,Marzo
112160,Mayo
275573,Febrero
38962,Marzo
226630,Julio
254126,Febrero
240594,Julio
78355,Mayo
84796,Octubre
87368,Junio
209780,Enero
177703,Octubre
250605,Octubre
213342,Agosto
159770,Octubre
119575,Julio
172475,Mayo
86283,Junio
28497,Mayo
21974,Enero
146521,Diciembre
91722,Septiembre
28006,Julio
164379,Julio
51976,Julio
140456,Octubre
146243,Febrero
250577,Junio
159701,Mayo
26480,Julio
259943,Mayo
85350,Junio
253279,Noviembre
256593,Febrero
133558,Agosto
86297,Abril
184098,Junio
43868,Septiembre
31880,Septiembre
209451,Junio
77444,Marzo
27460,Mayo
58733,Julio
139575,Octubre
44769,Abril
250658,Junio
159137,Marzo
90829,Enero
140783,Enero
262390,Junio
110823,Septiembre
151431,Enero
84364,Marzo
140825,Junio
91314,Junio
215042,Octubre
242102,Agosto
74629,Diciembre
86549,Junio
50761,Julio
72473,Septiembre
259975,Marzo
169607,Marzo
204968,Febrero
66762,Mayo
206192,Abril
21798,Agosto
89187,Julio
171372,Mayo
133411,Septiembre
13167,Diciembre
295958,Julio
176403,Febrero
70706,Enero
43741,Noviembre
64976,Mayo
80653,Enero
288162,Septiembre
180296,Junio
248888,Febrero
186988,Mayo
212899,Diciembre
218836,Julio
100088,Diciembre
127091,Julio
88061,Enero
174319,Abril
120673,Enero
50032,Septiembre
79255,Febrero
72951,Octubre
262340,Junio
118887,Agosto
43387,Enero
278878,Marzo
174352,Octubre
226486,Julio
15419,Enero
139406,Enero
219823,Septiembre
264723,Febrero
64246,Agosto
242224,Mayo
28440,Abril
279661,Julio
29126,Junio
99647,Septiembre
108636,Febrero
114838,Octubre
267999,Junio
244786,Octubre
213635,Enero
210577,Octubre
48375,Octubre
92323,Agosto
152790,Mayo
250766,Julio
88059,Marzo
49445,Abril
250705,Agosto
159090,Mayo
257974,Marzo
184866,Abril
104528,Noviembre
204007,Julio
252200,Enero
121401,Junio
86640,Enero
49104,Enero
119450,Junio
83721,Diciembre
32053,Enero
41517,Octubre
258750,Febrero
108574,Junio
335340,Noviembre
26823,Junio
250700,Enero
123109,Marzo
89873,Abril
129974,Mayo
102668,Octubre
169298,Febrero
128437,Septiembre
39155,Marzo
211052,Septiembre
109716,Octubre
101281,Enero
29058,Junio
80264,Abril
198453,Junio
84801,Mayo
32143,Marzo
43499,Diciembre
184346,Julio
168426,Marzo
224076,Octubre
121135,Enero
265349,Octubre
209920,Mayo
85788,Enero
253235,Julio
259233,Junio
227877,Octubre
254143,Abril
44588,Marzo
253310,Julio
40222,Noviembre
106402,Enero
73250,Diciembre
206574,Febrero
71704,Enero
262267,Octubre
148243,Diciembre
225886,Julio
105789,Mayo
64627,Noviembre
98094,Junio
101308,Mayo
65096,Enero
244267,Julio
30146,Octubre
79553,Julio
238067,Enero
53482,Agosto
238636,Julio
146919,Julio
43257,Diciembre
89551,Julio
214075,Septiembre
118340,Julio
132263,Diciembre
63358,Marzo
53870,Mayo
208284,Agosto
242095,Marzo
74294,Noviembre
99324,Agosto
121234,Agosto
145668,Septiembre
298158,Abril
262958,Mayo
200051,Septiembre
185460,Mayo
138103,Agosto
250551,Febrero
235984,Noviembre
276935,Junio
37737,Mayo
184315,Julio
282268,Julio
279414,Julio
79773,Noviembre
163710,Marzo
150897,Febrero
44527,Abril
56329,Septiembre
157849,Julio
47401,Septiembre
159667,Enero
231576,Enero
12470,Noviembre
158219,Octubre
87966,Octubre
38691,Octubre
44405,Octubre
172542,Noviembre
46853,Mayo
156713,Septiembre
114577,Junio
34469,Diciembre
70005,Octubre
168031,Mayo
44752,Noviembre
113091,Febrero
136616,Noviembre
29313,Junio
191293,Septiembre
162372,Octubre
215848,Septiembre
109913,Julio
108003,Junio
50916,Noviembre
54013,Marzo
25722,Junio
40990,Mayo
21393,Diciembre
215962,Septiembre
31896,Enero
70476,Enero
26566,Julio
60106,Junio
35837,Octubre
82120,Diciembre
27906,Junio
244536,Junio
242088,Abril
60316,Enero
199977,Julio
238603,Junio
149893,Octubre
57331,Febrero
80705,Mayo
169760,Enero
262904,Abril
161056,Febrero
164419,Enero
243683,Julio
118953,Noviembre
46076,Mayo
63333,Junio
269100,Julio
276621,Junio
116495,Septiembre
438144,Diciembre
284711,Agosto
53865,Junio
53425,Diciembre
27270,Abril
204213,Septiembre
92848,Mayo
63334,Enero
244566,Agosto
7983,Febrero
69325,Septiembre
50372,Octubre
209269,Agosto
157845,Mayo
261813,Julio
4992,Octubre
44155,Julio
239566,Agosto
192143,Junio
217316,Septiembre
242454,Diciembre
167948,Octubre
212849,Septiembre
38730,Enero
229297,Julio
61991,Diciembre
61050,Mayo
36964,Enero
60287,Noviembre
78075,Diciembre
139997,Septiembre
265169,Junio
159160,Enero
53576,Febrero
252822,Febrero
253306,Septiembre
94196,Enero
64934,Junio
84986,Enero
18628,Febrero
228194,Agosto
242643,Agosto
192623,Marzo
133786,Septiembre
117959,Junio
30195,Agosto
151310,Enero
107891,Enero
193722,Octubre
67822,Julio
201361,Junio
107828,Abril
42676,Agosto
244610,Diciembre
261825,Junio
120212,Octubre
161602,Diciembre
106337,Mayo
47517,Enero
76757,Febrero
98566,Agosto
273404,Julio
296778,Mayo
254446,Marzo
56085,Enero
243935,Marzo
112999,Mayo
48347,Junio
137876,Agosto
227156,Agosto
62045,Enero
174337,Febrero
286709,Marzo
53544,Junio
59701,Agosto
210739,Diciembre
54487,Enero
81543,Octubre
143295,Noviembre
42825,Julio
53860,Octubre
193893,Agosto
5800,Agosto
152756,Octubre
240679,Octubre
124069,Octubre
64129,Mayo
30057,Enero
57868,Enero
42796,Abril
146428,Octubre
25032,Mayo
37352,Diciembre
198436,Septiembre
314285,Diciembre
269650,Mayo
124972,Julio
22937,Noviembre
74767,Octubre
69225,Junio
55225,Mayo
292893,Mayo
258805,Mayo
108010,Noviembre
56268,Octubre
242022,Agosto
22555,Marzo
36138,Noviembre
85547,Septiembre
162532,Julio
178606,Septiembre
56354,Diciembre
71320,Junio
81828,Septiembre
275619,Junio
43877,Mayo
112087,Marzo
292294,Marzo
211067,Septiembre
212769,Agosto
189,Agosto
255491,Abril
272261,Enero
213417,Agosto
65210,Abril
249164,Agosto
33209,Noviembre
257377,Noviembre
86997,Marzo
122698,Octubre
358199,Diciembre
290274,Noviembre
75785,Noviembre
123561,Abril
95372,Enero
265010,Octubre
157823,Abril
31937,Noviembre
176069,Abril
85765,Mayo
82760,Septiembre
44022,Septiembre
32142,Septiembre
360380,Enero
211065,Septiembre
297677,Agosto
198460,Octubre
76329,Abril
209244,Septiembre
41810,Enero
203245,Diciembre
197696,Mayo
221902,Mayo
257668,Febrero
29705,Octubre
60228,Marzo
259761,Diciembre
56702,Julio
297167,Julio
288427,Noviembre
245184,Febrero
83310,Enero
98355,Noviembre
220289,Septiembre
202125,Junio
262357,Abril
38467,Mayo
174326,Abril
91207,Septiembre
127812,Febrero
25747,Febrero
180856,Abril
261101,Agosto
282813,Diciembre
124470,Marzo
39398,Enero
209189,Septiembre
273621,Agosto
256274,Agosto
89092,Noviembre
64973,Enero
64522,Enero
285692,Agosto
38462,Febrero
40951,Agosto
47571,Junio
74950,Enero
252956,Marzo
273656,Junio
242090,Agosto
46737,Octubre
119700,Noviembre
189277,Octubre
281468,Enero
135800,Julio
64683,Enero
88573,Septiembre
247182,Agosto
207780,Julio
2692,Febrero
254775,Octubre
241848,Septiembre
187458,Agosto
126172,Agosto
250777,Agosto
402857,Abril
94590,Julio
76846,Junio
242683,Diciembre
98250,Marzo
198567,Mayo
174314,Abril
40218,Abril
116569,Agosto
147106,Julio
56364,Septiembre
285597,Agosto
117969,Abril
49503,Diciembre
203024,Diciembre
201283,Diciembre
177335,Abril
242131,Junio
118245,Abril
35568,Mayo
329227,Marzo
76047,Marzo
291162,Octubre
285946,Octubre
242475,Diciembre
286402,Abril
57277,Abril
107146,Mayo
52686,Julio
124295,Febrero
47860,Enero
238561,Noviembre
204922,Septiembre
288916,Septiembre
267539,Julio
199933,Septiembre
212530,Marzo
216859,Octubre
234200,Septiembre
216282,Agosto
283384,Agosto
188839,Agosto
192145,Septiembre
254191,Septiembre
244517,Mayo
80853,Diciembre
154400,Septiembre
80318,Noviembre
98116,Febrero
246400,Julio
250650,Enero
288130,Septiembre
184322,Abril
244772,Enero
287590,Junio
169314,Febrero
3171,Enero
27740,Mayo
117992,Junio
83188,Marzo
121975,Febrero
180252,Marzo
135418,Agosto
88285,Julio
27286,Abril
71181,Agosto
2965,Marzo
32109,Junio
72472,Junio
33814,Septiembre
29328,Febrero
16091,Marzo
96600,Junio
72114,Junio
179799,Abril
269710,Mayo
196325,Mayo
87151,Junio
198663,Septiembre
136835,Septiembre
244506,Octubre
54336,Marzo
166643,Febrero
171061,Agosto
55222,Noviembre
13434,Enero
193827,Mayo
79611,Junio
26376,Febrero
109565,Mayo
34064,Febrero
179519,Febrero
16986,Marzo
79016,Agosto
343693,Agosto
248504,Julio
270302,Septiembre
169917,Septiembre
223632,Abril
282296,Septiembre
95966,Abril
261855,Abril
358724,Abril
261770,Julio
265832,Abril
244264,Septiembre
60859,Abril
124019,Enero
85633,Noviembre
215935,Septiembre
245859,Agosto
264767,Abril
285026,Abril
29835,Marzo
276843,Septiembre
26750,Octubre
154653,Mayo
32891,Mayo
279967,Agosto
211879,Septiembre
265189,Agosto
13914,Enero
2195,Enero
12523,Agosto
8948,Enero
84857,Agosto
117464,Agosto
19996,Mayo
237202,Junio
127105,Junio
94069,Febrero
42553,Octubre
111479,Octubre
182799,Abril
67493,Octubre
264656,Mayo
68004,Noviembre
230779,Marzo
127798,Diciembre
87621,Febrero
54561,Marzo
38654,Marzo
257451,Abril
103701,Mayo
116352,Enero
69559,Diciembre
251981,Julio
254904,Agosto
18374,Abril
42648,Diciembre
42493,Febrero
157825,Agosto
116351,Mayo
17200,Abril
52314,Enero
282041,Octubre
198182,Enero
292483,Septiembre
284427,Septiembre
222461,Noviembre
287877,Enero
60828,Enero
64835,Mayo
270668,Junio
170687,Septiembre
149871,Noviembre
37702,Febrero
241261,Julio
174324,Agosto
219054,Septiembre
199415,Junio
27212,Abril
110887,Febrero
84540,Febrero
205004,Mayo
69328,Enero
116350,Enero
47703,Enero
20372,Noviembre
102913,Agosto
102024,Diciembre
209440,Octubre
239678,Septiembre
93115,Julio
179822,Marzo
53042,Mayo
230295,Agosto
295507,Septiembre
15916,Diciembre
140481,Enero
142375,Octubre
123742,Enero
267480,Agosto
15478,Octubre
57812,Febrero
126141,Diciembre
157424,Febrero
190859,Diciembre
263855,Septiembre
246403,Septiembre
42416,Enero
37630,Septiembre
254375,Agosto
210911,Septiembre
65485,Septiembre
58509,Enero
250666,Octubre
42581,Julio
43259,Diciembre
140513,Julio
271397,Septiembre
215928,Septiembre
253312,Septiembre
149509,Septiembre
250546,Octubre
158997,Octubre
8445,Julio
86493,Diciembre
26730,Noviembre
44445,Enero
104378,Diciembre
22758,Noviembre
28690,Julio
43749,Septiembre
151368,Julio
244534,Junio
286554,Septiembre
91878,Enero
56386,Noviembre
50079,Agosto
52315,Agosto
26615,Mayo
84062,Octubre
234284,Marzo
49017,Octubre
88375,Diciembre
98069,Marzo
38455,Diciembre
33386,Marzo
1285,Septiembre
227300,Octubre
107034,Mayo
83613,Febrero
108933,Febrero
63360,Diciembre
118257,Junio
169250,Octubre
262543,Octubre
241254,Agosto
152745,Octubre
100341,Enero
227707,Diciembre
25148,Mayo
28044,Diciembre
33691,Junio
27371,Agosto
109364,Enero
107928,Noviembre
131887,Octubre
38084,Abril
43922,Septiembre
156360,Febrero
75710,Marzo
39958,Mayo
73818,Septiembre
47525,Enero
25450,Junio
244761,Junio
251852,Septiembre
153532,Enero
188598,Septiembre
206487,Agosto
204436,Noviembre
8063,Diciembre
249719,Julio
293271,Octubre
206284,Octubre
53187,Abril
254611,Enero
297263,Enero
125607,Enero
53222,Junio
46247,Octubre
79818,Diciembre
81246,Julio
52318,Enero
271007,Enero
21394,Diciembre
26111,Septiembre
108798,Diciembre
146381,Agosto
108648,Junio
273641,Junio
54113,Enero
169883,Abril
34658,Agosto
62967,Octubre
48585,Enero
110073,Enero
246741,Junio
276496,Julio
282376,Septiembre
37925,Febrero
43398,Enero
261038,Abril
23996,Abril
239571,Octubre
245891,Octubre
208869,Abril
62655,Agosto
286654,Septiembre
91322,Enero
38551,Septiembre
205587,Octubre
157829,Mayo
244268,Febrero
15377,Enero
35847,Noviembre
256,Junio
295538,Septiembre
293205,Octubre
36072,Enero
228150,Octubre
298317,Octubre
266285,Mayo
75007,Agosto
215211,Mayo
224282,Octubre
239563,Octubre
250989,Septiembre
215379,Junio
16049,Diciembre
252102,Julio
203186,Agosto
126323,Diciembre
33387,Agosto
38457,Septiembre
33388,Agosto
33389,Noviembre
33392,Diciembre
147923,Enero
62692,Enero
438012,Noviembre
115232,Enero
275318,Mayo
156597,Abril
54557,Febrero
28302,Agosto
38458,Marzo
33393,Enero
33394,Junio
38461,Septiembre
38463,Mayo
38454,Septiembre
81707,Julio
47455,Enero
74276,Enero
259442,Enero
22072,Enero
36323,Enero
204762,Septiembre
28437,Junio
124124,Julio
218778,Octubre
267333,Enero
267336,Julio
284785,Abril
35017,Septiembre
117869,Octubre
218043,Octubre
47454,Enero
326038,Septiembre
76207,Enero
115214,Septiembre
245844,Febrero
118658,Enero
292445,Enero
224946,Febrero
74790,Marzo
285025,Agosto
253292,Marzo
161426,Enero
265016,Octubre
91237,Septiembre
127862,Septiembre
61138,Octubre
289727,Junio
258193,Abril
39262,Marzo
31275,Enero
142946,Abril
39263,Junio
299203,Enero
2813,Mayo
242512,Octubre
273997,Mayo
250578,Marzo
274127,Agosto
15021,Julio
46314,Diciembre
54445,Marzo
242582,Octubre
252457,Junio
152736,Abril
3937,Febrero
129943,Enero
94513,Enero
129945,Enero
41097,Enero
51576,Octubre
36523,Octubre
177572,Octubre
27501,Marzo
298538,Septiembre
49706,Abril
236735,Septiembre
241742,Octubre
31446,Marzo
31024,Abril
115549,Julio
228326,Octubre
200727,Octubre
217923,Septiembre
69017,Noviembre
304850,Noviembre
225044,Marzo
273271,Mayo
143516,Noviembre
203912,Marzo
17278,Marzo
268735,Octubre
169066,Diciembre
149087,Noviembre
72270,Octubre
22599,Junio
81424,Junio
48504,Enero
173491,Marzo
264660,Enero
284306,Agosto
41558,Agosto
40081,Diciembre
159304,Junio
48488,Enero
207752,Abril
27805,Enero
102851,Febrero
41023,Abril
32069,Enero
190173,Abril
12314,Junio
52996,Noviembre
253254,Octubre
208286,Enero
212846,Septiembre
257874,Octubre
38890,Octubre
84944,Julio
71098,Junio
87060,Abril
63140,Enero
268272,Abril
3576,Agosto
413669,Septiembre
234862,Octubre
245700,Octubre
224414,Octubre
251232,Octubre
278772,Febrero
38456,Mayo
33708,Enero
21250,Marzo
37193,Febrero
83228,Junio
83226,Septiembre
180305,Octubre
92401,Agosto
77887,Junio
116440,Julio
82424,Noviembre
98622,Abril
89888,Marzo
17082,Marzo
273510,Junio
103081,Mayo
141950,Marzo
93407,Enero
122843,Agosto
52475,Octubre
14575,Octubre
58626,Abril
20270,Enero
157058,Enero
41244,Octubre
27310,Diciembre
55069,Septiembre
151933,Octubre
260063,Marzo
230731,Noviembre
14830,Agosto
77499,Julio
264646,Octubre
275287,Noviembre
42313,Abril
12450,Junio
61495,Diciembre
19164,Diciembre
19165,Septiembre
17337,Diciembre
31473,Noviembre
27653,Febrero
196830,Mayo
57483,Junio
42903,Noviembre
79365,Octubre
171581,Marzo
56212,Octubre
20994,Mayo
199575,Julio
178446,Marzo
17108,Febrero
280795,Octubre
123366,Septiembre
97414,Enero
34995,Febrero
72977,Agosto
67669,Enero
188102,Julio
41497,Mayo
244563,Febrero
99819,Abril
256311,Mayo
130747,Septiembre
42542,Octubre
159140,Enero
103686,Abril
56481,Enero
42757,Enero
177865,Mayo
86616,Mayo
101307,Noviembre
138754,Octubre
68197,Noviembre
166560,Febrero
222731,Enero
297265,Octubre
54625,Septiembre
25754,Septiembre
25752,Octubre
25751,Junio
70575,Agosto
25753,Octubre
45181,Enero
4956,Diciembre
55596,Abril
149023,Agosto
71114,Agosto
64679,Mayo
15460,Octubre
39213,Junio
74974,Septiembre
32079,Enero
119213,Noviembre
131475,Julio
59996,Febrero
144471,Marzo
158426,Enero
41035,Noviembre
39239,Enero
26298,Septiembre
61415,Abril
65612,Septiembre
53412,Noviembre
53406,Abril
53387,Junio
244838,Enero
244836,Mayo
154188,Septiembre
253959,Marzo
199336,Enero
293028,Marzo
256679,Enero
12076,Septiembre
55472,Julio
51649,Junio
25896,Junio
172008,Febrero
201847,Junio
250608,Mayo
69204,Junio
289314,Noviembre
265180,Septiembre
147533,Septiembre
216156,Noviembre
140979,Marzo
57563,Febrero
87492,Mayo
80680,Noviembre
68715,Julio
122047,Abril
44092,Septiembre
31418,Mayo
63069,Enero
53853,Julio
196802,Enero
112501,Junio
31879,Mayo
106635,Noviembre
81113,Mayo
97193,Octubre
43863,Marzo
199534,Agosto
95874,Noviembre
82239,Febrero
90523,Julio
14459,Mayo
41234,Mayo
87925,Abril
57749,Octubre
185567,Diciembre
140276,Septiembre
27341,Agosto
77951,Diciembre
52010,Diciembre
75258,Agosto
25475,Septiembre
50114,Abril
99785,Marzo
41545,Noviembre
41842,Septiembre
59101,Junio
85518,Junio
292498,Marzo
63787,Noviembre
71034,Enero
91580,Febrero
50119,Enero
17699,Febrero
14666,Enero
61856,Noviembre
36597,Enero
105528,Mayo
57573,Febrero
160019,Marzo
134688,Julio
15501,Septiembre
18434,Marzo
16080,Octubre
232866,Noviembre
89602,Junio
74295,Diciembre
101330,Mayo
109809,Junio
59838,Abril
2089,Agosto
290729,Septiembre
293633,Octubre
152943,Febrero
290542,Octubre
35917,Junio
52364,Julio
57738,Diciembre
24091,Abril
183662,Marzo
72103,Noviembre
20362,Septiembre
173761,Octubre
25391,Diciembre
64160,Septiembre
64161,Mayo
64372,Junio
31775,Diciembre
255476,Abril
253899,Agosto
38470,Octubre
125257,Enero
207933,Septiembre
49585,Enero
36407,Mayo
136743,Septiembre
238203,Mayo
107413,Julio
205819,Octubre
238628,Octubre
260001,Diciembre
286817,Julio
57875,Abril
256092,Mayo
198225,Enero
248870,Abril
183108,Enero
61525,Abril
156317,Marzo
145762,Junio
299313,Septiembre
148326,Julio
222772,Agosto
25553,Enero
107682,Noviembre
180427,Noviembre
209271,Septiembre
195068,Junio
52989,Diciembre
33570,Febrero
172226,Septiembre
91343,Junio
40661,Agosto
188066,Abril
156356,Marzo
230743,Noviembre
85910,Octubre
290862,Julio
199851,Abril
112735,Febrero
96239,Agosto
128154,Septiembre
180147,Marzo
227094,Noviembre
244801,Mayo
141152,Noviembre
25353,Abril
193223,Noviembre
272692,Agosto
79723,Diciembre
50400,Abril
258070,Octubre
76424,Marzo
68097,Abril
264309,Diciembre
2516,Octubre
251260,Marzo
87799,Mayo
203793,Octubre
226948,Octubre
249266,Abril
130813,Octubre
35632,Noviembre
44888,Enero
11813,Febrero
43453,Diciembre
194393,Agosto
99258,Febrero
29032,Septiembre
280134,Junio
28668,Marzo
56154,Marzo
108852,Febrero
154515,Febrero
43193,Julio
70512,Julio
73103,Enero
38471,Mayo
73997,Abril
27105,Marzo
30302,Julio
45256,Enero
57789,Octubre
61233,Octubre
257093,Marzo
263915,Julio
167581,Mayo
258358,Mayo
30855,Octubre
241842,Febrero
32182,Septiembre
109500,Mayo
16432,Junio
20053,Julio
47553,Septiembre
90652,Febrero
28768,Septiembre
85162,Octubre
78522,Enero
65214,Abril
64075,Noviembre
38460,Marzo
56929,Abril
40644,Febrero
103236,Mayo
85651,Mayo
34623,Febrero
130474,Febrero
37133,Abril
18122,Abril
240510,Febrero
84111,Agosto
82450,Marzo
103972,Mayo
207263,Abril
37128,Diciembre
15476,Mayo
69065,Septiembre
77067,Abril
117007,Octubre
20342,Julio
98344,Abril
273922,Mayo
91316,Febrero
34650,Abril
11115,Enero
42734,Enero
62804,Octubre
22515,Septiembre
209367,Diciembre
25646,Noviembre
202744,Mayo
16639,Abril
104329,Octubre
73091,Marzo
291155,Septiembre
164251,Octubre
88486,Diciembre
197489,Enero
59159,Enero
84352,Mayo
205596,Noviembre
171274,Diciembre
287495,Septiembre
14808,Noviembre
34182,Febrero
262551,Abril
38125,Mayo
28778,Mayo
30972,Diciembre
83519,Marzo
244403,Octubre
58760,Octubre
81347,Septiembre
131631,Noviembre
48135,Julio
28019,Enero
41077,Octubre
36132,Enero
28967,Diciembre
270403,Junio
222649,Noviembre
294959,Septiembre
273334,Mayo
295315,Noviembre
58433,Diciembre
288281,Octubre
237791,Marzo
140222,Marzo
188538,Abril
186161,Abril
56178,Enero
77412,Agosto
121020,Febrero
33001,Enero
20675,Febrero
43075,Octubre
114302,Febrero
147441,Diciembre
46217,Noviembre
60479,Octubre
206563,Octubre
39298,Enero
265195,Agosto
17234,Julio
298077,Octubre
157305,Mayo
212167,Noviembre
250657,Mayo
55152,Junio
58700,Enero
78399,Septiembre
143451,Abril
183111,Enero
183113,Enero
183119,Enero
90978,Abril
52853,Abril
72638,Enero
232100,Diciembre
49431,Agosto
9742,Noviembre
17009,Junio
167963,Enero
57106,Agosto
165477,Abril
143453,Septiembre
244001,Diciembre
203179,Abril
183127,Enero
202573,Noviembre
162406,Enero
162437,Mayo
21811,Enero
162442,Junio
162435,Enero
86532,Marzo
55538,Abril
22585,Enero
203766,Octubre
100042,Noviembre
233423,Febrero
30449,Enero
128606,Septiembre
206821,Septiembre
55308,Julio
289575,Agosto
284246,Septiembre
103528,Abril
79544,Agosto
79475,Noviembre
258086,Octubre
184061,Septiembre
261037,Septiembre
301566,Octubre
38459,Diciembre
80920,Febrero
256913,Abril
14524,Enero
15741,Agosto
114750,Octubre
13617,Febrero
17893,Octubre
40074,Marzo
17808,Septiembre
209361,Septiembre
15199,Septiembre
14142,Agosto
14539,Febrero
214096,Septiembre
22609,Septiembre
43768,Noviembre
288691,Agosto
157380,Enero
128142,Octubre
190870,Septiembre
285843,Septiembre
211411,Noviembre
248211,Enero
139930,Julio
166627,Marzo
268174,Enero
157045,Junio
266856,Noviembre
272602,Mayo
182349,Noviembre
149940,Octubre
13646,Enero
56152,Septiembre
66707,Abril
64928,Abril
282848,Diciembre
227735,Septiembre
158439,Agosto
69060,Septiembre
100416,Marzo
200044,Junio
232679,Agosto
192558,Abril
193726,Octubre
228813,Octubre
102410,Junio
20789,Agosto
17175,Abril
40925,Octubre
7267,Enero
15149,Agosto
204768,Septiembre
201759,Junio
202215,Julio
283726,Septiembre
289153,Octubre
15011,Agosto
295087,Octubre
13835,Noviembre
140818,Noviembre
18940,Diciembre
14866,Enero
45127,Septiembre
17780,Diciembre
19222,Octubre
17143,Febrero
36683,Agosto
15542,Abril
18232,Diciembre
263614,Noviembre
23515,Octubre
10258,Septiembre
32080,Enero
267806,Octubre
159153,Enero
72933,Marzo
250833,Enero
136459,Marzo
48186,Octubre
29596,Enero
98404,Agosto
191037,Abril
17963,Octubre
253256,Octubre
254194,Julio
151679,Febrero
242828,Julio
241868,Agosto
119892,Enero
110416,Septiembre
304023,Noviembre
252391,Marzo
142507,Enero
155890,Enero
137769,Noviembre
241771,Septiembre
54658,Mayo
90816,Enero
40383,Abril
159121,Enero
205775,Noviembre
55317,Septiembre
66129,Junio
45368,Abril
105001,Abril
228445,Octubre
80957,Febrero
33838,Agosto
114324,Julio
141868,Enero
101135,Diciembre
214081,Septiembre
24047,Octubre
77348,Octubre
81244,Noviembre
50291,Enero
230846,Octubre
87235,Febrero
22460,Julio
221240,Octubre
303623,Noviembre
148430,Octubre
80787,Noviembre
251736,Octubre
99977,Agosto
61644,Septiembre
79151,Octubre
100292,Noviembre
52444,Diciembre
135397,Junio
215032,Octubre
293310,Octubre
117678,Octubre
129966,Agosto
198130,Junio
46473,Noviembre
21861,Junio
170522,Noviembre
78646,Enero
297608,Octubre
73452,Octubre
158967,Marzo
250643,Enero
294600,Enero
41608,Octubre
42332,Diciembre
294538,Octubre
63484,Octubre
45167,Octubre
9510,Diciembre
13610,Enero
184992,Abril
254435,Junio
43212,Mayo
16877,Diciembre
227159,Noviembre
83451,Enero
139715,Abril
34651,Septiembre
29060,Marzo
50571,Mayo
17925,Septiembre
44131,Diciembre
136525,Agosto
68340,Marzo
68337,Julio
68242,Marzo
89059,Agosto
237796,Abril
40102,Febrero
143092,Julio
109441,Diciembre
84742,Noviembre
88107,Febrero
180607,Enero
164073,Febrero
19273,Abril
27996,Marzo
183190,Noviembre
35801,Mayo
235679,Octubre
10473,Agosto
34652,Marzo
46302,Mayo
21791,Marzo
66018,Julio
120785,Octubre
43343,Diciembre
72892,Mayo
94201,Junio
102629,Mayo
58058,Febrero
140814,Mayo
19554,Marzo
37641,Agosto
45120,Agosto
33111,Diciembre
133831,Noviembre
63273,Enero
22124,Enero
161422,Octubre
121250,Noviembre
116385,Noviembre
81182,Diciembre
121992,Diciembre
6110,Abril
96433,Junio
238589,Diciembre
171594,Noviembre
76815,Enero
71316,Noviembre
155130,Enero
238185,Noviembre
31462,Abril
167935,Mayo
78327,Junio
81110,Mayo
211247,Noviembre
27446,Octubre
134355,Junio
111750,Septiembre
81038,Abril
146946,Noviembre
219343,Octubre
38636,Enero
254582,Octubre
163068,Enero
49467,Enero
25518,Septiembre
270946,Noviembre
238222,Noviembre
75364,Enero
267355,Abril
299618,Noviembre
253331,Septiembre
268386,Enero
296136,Enero
252178,Octubre
259610,Marzo
256917,Diciembre
39849,Enero
173912,Abril
75491,Mayo
278086,Agosto
284293,Diciembre
40192,Febrero
300441,Noviembre
116149,Noviembre
204965,Julio
135714,Octubre
203834,Agosto
294254,Septiembre
159100,Enero
302496,Noviembre
147778,Octubre
99922,Abril
28526,Septiembre
89280,Noviembre
193411,Marzo
93114,Enero
284995,Agosto
307087,Mayo
150338,Febrero
212843,Junio
79218,Noviembre
105770,Abril
169860,Junio
