id,title,release_year,vote_average,vote_count
311021,The Uncommon Making of Petulia,2006,0.0,0.0
246213,Fiddle-de-dee,1947,4.5,2.0
127817,Blinkity Blank,1955,6.1,7.0
210126,Mail Early for Xmas,1959,4.5,2.0
246648,Canon,1964,5.5,2.0
132038,Boogie-Doodle,1940,6.8,5.0
148176,A Chairy Tale,1957,6.5,6.0
94818,The Aggression Scale,2012,6.1,28.0
162755,Blackbird,1959,5.5,2.0
223243,A Phantasy,1952,6.6,5.0
51406,Neighbours,1952,7.8,19.0
214948,New York Lightboard Record,1961,0.0,0.0
218658,Lines: Horizontal,1962,5.5,2.0
211017,Mosaic,1965,4.7,3.0
128679,Begone Dull Care,1949,7.3,9.0
215061,Synchromy,1971,6.8,4.0
255496,And Then There Was You,2013,0.0,0.0
40210,Straight on Till Morning,1972,6.5,3.0
266044,Amour fou,2014,6.2,10.0
190469,Redirected,2014,5.7,162.0
294308,Don't Blink,2014,4.7,53.0
292063,Raiders from Beneath the Sea,1964,0.0,0.0
61086,The Wild Bunch: An Album in Montage,1996,0.0,0.0
87093,Big Eyes,2014,6.8,1236.0
205349,I due Pompieri,1968,3.0,1.0
224141,Into the Woods,2014,5.6,1688.0
285532,Bolidi sull'asfalto a tutta birra!,1970,0.0,0.0
61925,The Cop in Blue Jeans,1976,6.8,7.0
52914,Squadra antifurto,1976,7.2,3.0
255906,Il figlio dello sceicco,1977,4.5,2.0
50758,Squadra antitruffa,1977,7.1,5.0
52913,Little Italy,1978,7.2,3.0
52238,Squadra antigangsters,1979,5.1,4.0
165159,Agenzia Riccardo Finzi... praticamente detective,1979,5.5,2.0
62715,Assassination on the Tiber,1979,6.5,5.0
127760,Uno contro l'altro praticamente amici,1980,7.2,5.0
62725,Delitto a Porta Romana,1980,6.6,6.0
46001,Delitto al ristorante cinese,1981,5.8,7.0
58083,The Haunted House,1982,5.3,28.0
52113,Delitto sull'autostrada,1982,6.9,7.0
11613,Thieves and Robbers,1983,6.1,17.0
53342,Delitto al Blue Gay,1984,4.7,5.0
9807,Aladdin,1986,5.4,46.0
82083,"Rimini, Rimini: A Year Later",1988,3.7,3.0
17681,Scooby-Doo! and the Witch's Ghost,1999,7.2,46.0
243684,"Men, Women & Children",2014,6.4,323.0
35069,Loins of Punjab Presents,2008,4.0,2.0
257561,Animated Motion: Part 5,1978,0.0,0.0
257563,Narcissus,1983,5.0,2.0
171846,Killers,2014,6.8,39.0
125150,Galician Caress (of Clay),1995,6.7,6.0
106196,Water-mirror of Granada,1955,7.1,8.0
24179,Momo,2001,7.3,11.0
312497,Ascension,2014,6.3,41.0
228967,The Interview,2014,6.1,2340.0
177043,Flap,1970,0.0,0.0
207703,Kingsman: The Secret Service,2015,7.6,6069.0
242555,Holidaze,2013,4.9,16.0
85336,Madonna's Pig,2011,2.0,1.0
40387,Night Watch,1973,6.2,9.0
191489,Bill Burr: You People Are All The Same,2012,7.9,22.0
181533,Night at the Museum: Secret of the Tomb,2014,6.1,1893.0
293380,The Nativity,1978,0.0,0.0
174309,Teenage,2013,7.3,9.0
59169,Beyond The Mind's Eye,1992,6.0,4.0
125154,Fire in Castilla (Tactilvision from the Moor of the Fright),1961,7.6,9.0
122348,Lunch Break,2008,10.0,1.0
51239,Paradox,2010,4.0,5.0
222216,Special ID,2013,5.1,45.0
34515,Katt Williams: The Pimp Chronicles Pt. 1,2006,6.4,10.0
180951,Summer in February,2013,5.6,37.0
46127,Sorority Wars,2009,6.0,70.0
19444,Bad Karma,1991,0.0,0.0
42309,Fear Island,2009,5.1,29.0
267863,Walking on Sunshine,2014,6.3,89.0
67753,Heartbeat,1938,4.8,2.0
132936,Wheelmen,2005,0.0,0.0
81116,Big Brown Eyes,1936,5.2,5.0
274985,How Hitler Lost the War,1989,0.0,0.0
212503,King Ordinary,2013,6.0,19.0
142119,Food Stamped,2010,5.0,1.0
261820,Goodbye to All That,2014,5.0,27.0
120605,The Punisher: Dirty Laundry,2012,7.3,144.0
307113,Presidentintekijät,2014,0.0,0.0
259018,Behaving Badly,2014,4.9,198.0
175555,A Madea Christmas,2013,7.0,35.0
277368,Nicholas on Holiday,2014,5.2,120.0
145162,The Walking Stick,1970,10.0,1.0
13759,The Nutcracker Prince,1990,6.3,12.0
129062,Bullets Don't Argue,1964,6.0,1.0
241432,Days and Nights,2014,4.1,9.0
44936,Don't Go In the Woods,1981,4.2,19.0
18755,Pigs,2007,4.3,22.0
53527,Professor Beware,1938,5.5,1.0
90932,"Listen, Darling",1938,0.0,0.0
182099,21-87,1963,7.9,10.0
141058,A Viking Saga: The Darkest Day,2013,3.5,17.0
110323,Thérèse,2012,5.2,24.0
51090,With Love... from the Age of Reason,2010,5.1,34.0
14669,Yonkers Joe,2008,4.0,5.0
212606,A Thousand Times Good Night,2013,7.0,39.0
60119,Second Skin,2000,4.0,6.0
215538,The Love Machine,1971,3.5,2.0
65821,The Lost Prince,2005,4.8,4.0
52622,Total Western,2000,5.9,6.0
51017,Madea's Big Happy Family,2011,6.7,51.0
26540,Bugs Bunny's Looney Christmas Tales,1979,6.5,5.0
81393,12 Dates of Christmas,2011,5.6,56.0
62836,The Kennedys,2011,6.0,12.0
302118,Quatsch und die Nasenbärbande,2014,5.0,1.0
33582,Teenage Dirtbag,2009,6.5,8.0
145186,12 Wishes of Christmas,2011,5.8,10.0
158828,An American Hippie in Israel,1972,5.5,2.0
243856,Blast,1997,3.8,7.0
32113,Carry On Teacher,1959,6.9,15.0
21240,Carry On Constable,1960,6.4,18.0
38503,Christina's House,2000,4.1,10.0
94674,The Arrival of Joachim Stiller,1976,7.5,2.0
71841,Dangerously Close,1986,4.8,3.0
131944,Daughters Courageous,1939,6.0,3.0
280495,Deceit,1992,0.0,0.0
18969,Demon Hunter,2005,5.1,7.0
168885,Demon Hunter,2012,3.0,4.0
123868,Destination Gobi,1953,5.7,3.0
88253,Down Twisted,1987,1.0,1.0
197647,Encore,1951,7.3,3.0
51416,Escape from Crime,1942,0.0,0.0
30102,Escape in the Fog,1945,3.0,5.0
168408,Esther and the King,1960,5.5,2.0
36294,Evasive Action,1998,5.0,1.0
11612,Even Angels Eat Beans,1973,6.2,43.0
114285,Everybody Has a Plan,2012,4.8,11.0
82676,Everyday Sunshine:  The Story of Fishbone,2011,8.0,1.0
52228,Ex-Lady,1933,5.6,7.0
225898,Exit to Hell,2013,4.5,2.0
63727,Exorcismus,2010,5.3,49.0
149600,Eye of the Hurricane,2012,0.0,0.0
40474,Eyeball,1975,6.0,11.0
199155,Face of Fire,1959,6.8,2.0
131903,Face The Music,1993,5.2,3.0
92286,Falling Awake,2010,8.0,2.0
250114,Nick Offerman: American Ham,2014,6.8,15.0
280000,Lemon Tree Passage,2014,4.4,35.0
47365,Stormheart,2008,3.7,3.0
68737,Seventh Son,2014,5.2,980.0
64264,Gloss,2007,3.6,6.0
149170,A Nest of Gentry,1969,5.5,2.0
91261,The Story of Asya Klyachina,1966,3.9,6.0
19338,Out of the Ashes,2003,3.8,3.0
37529,The Prophecy: Forsaken,2005,3.9,18.0
266080,National Gallery,2014,7.3,12.0
214761,The 7th Floor,2013,5.8,57.0
55553,"Rakkaudella, Maire",1999,0.0,0.0
278334,Heatstroke,2013,5.2,35.0
176079,The Wait,2013,4.6,11.0
73661,Munger Road,2011,4.4,11.0
136741,Myn Bala: Warriors of the Steppe,2012,6.6,5.0
78093,Alyce Kills,2011,5.8,35.0
33990,Little Witches,1996,4.4,7.0
159211,The Haunting of Helena,2013,4.8,26.0
57008,Alice in Murderland,2010,2.2,5.0
101791,Elfie Hopkins,2012,5.5,13.0
99194,The Evictors,1979,6.5,9.0
82492,On the Ice,2011,7.0,10.0
16825,The Case of the Scorpion's Tail,1971,7.0,14.0
240906,Let It Snow,2013,5.3,10.0
16412,Chasing Christmas,2005,5.0,6.0
115084,Piranhaconda,2012,3.8,16.0
298533,Corner Gas: The Movie,2014,5.6,17.0
41897,Charleston,1974,0.5,1.0
280509,Common,2014,6.4,14.0
79376,Woman of Antwerp,1948,6.0,1.0
43281,Love Without Pity,1989,8.0,2.0
84193,Ethel,2012,0.0,0.0
99946,Exit Smiling,1926,8.5,2.0
201018,Fanny,2013,6.3,25.0
241804,Fearless Fagan,1952,10.0,1.0
18948,FernGully 2: The Magical Rescue,1998,4.8,12.0
43968,Fiesta,1947,4.0,1.0
39342,Fight for Your Life,1977,5.7,17.0
86209,Fighting Mad,1976,5.5,3.0
211085,Filthy Gorgeous: The Bob Guccione Story,2013,5.8,5.0
21176,Final,2001,6.0,9.0
144595,Family Way,2012,6.4,24.0
25797,Miss Minoes,2001,6.5,21.0
28535,Crazy for Christmas,2005,5.0,3.0
129579,Arizona Colt Returns,1970,0.0,0.0
121342,Giovannona Long-Thigh,1973,5.7,9.0
58080,The Violent Professionals,1973,6.0,4.0
105860,Gambling City,1975,0.0,0.0
75754,Silent Action,1975,0.0,0.0
80067,The Suspicious Death of a Minor,1975,6.5,2.0
19946,A Man Called Blade,1977,7.0,5.0
39973,The Mountain of the Cannibal God,1978,5.7,18.0
27905,Island of the Fishmen,1979,6.6,13.0
67180,"Saturday, Sunday and Friday",1979,4.7,3.0
67219,The Great Alligator,1979,2.7,3.0
43548,Don't Play with Tigers,1982,5.3,13.0
64666,The Scorpion with Two Tails,1982,3.5,4.0
197335,Se tutto va bene siamo rovinati,1983,0.0,0.0
82341,"Acapulco, prima spiaggia... a sinistra",1983,7.8,3.0
67221,Hands of Steel,1986,4.9,17.0
84729,Casablanca Express,1989,4.0,1.0
275239,The Fishmen and Their Queen,1995,0.0,0.0
48805,L'allenatore nel pallone 2,2008,4.1,42.0
272165,Solomon Northup's Odyssey,1984,0.0,0.0
101125,Class of '61,1993,0.0,0.0
75136,Sharpe's Gold,1995,6.9,11.0
75137,Sharpe's Battle,1995,7.0,11.0
75138,Sharpe's Sword,1995,7.0,12.0
69787,Sharpe's Eagle,1993,6.0,17.0
153936,Back to School with Franklin,2003,10.0,1.0
151068,The New Babylon,1929,5.0,1.0
300706,Let's Kill Ward's Wife,2014,5.5,76.0
64998,The Magnificent Trio,1966,6.8,6.0
227359,Force of Execution,2013,5.1,34.0
208637,Kaksparsh,2012,8.0,1.0
286532,A Merry Friggin' Christmas,2014,4.7,68.0
271185,Ask Me Anything,2014,5.5,158.0
63340,Three the Hard Way,1974,6.6,7.0
70984,"Silent Night, Deadly Night 5: The Toy Maker",1991,5.1,11.0
13383,Santa Claus,1959,1.6,12.0
96921,In the Eyes of the World,1991,6.5,3.0
111022,Fame High,2012,6.0,3.0
85654,Fire with Fire,1986,4.4,7.0
30305,Fireball,2009,4.6,11.0
190165,First a Girl,1935,6.5,5.0
15888,Fishtales,2007,4.0,2.0
33730,Fitzwilly,1967,5.7,7.0
135047,Hotel Noir,2012,5.6,17.0
266031,Jauja,2014,7.0,37.0
287486,The Grump,2014,7.6,7.0
287301,Summertime,2014,4.6,5.0
289183,Boy Upside Down,2014,7.0,1.0
137614,The Forest,2012,6.3,3.0
300487,The Swedish Moment,2014,6.0,1.0
293491,Raspberry Boat Refugee,2014,6.0,4.0
239498,"Girl, Positive",2007,4.3,3.0
82967,Beauty Day,2011,6.6,7.0
248833,Everything I Can See From Here,2013,4.0,1.0
92321,Hotarubi no Mori e,2011,8.0,105.0
196867,Annie,2014,6.0,472.0
28532,Castle of Blood,1964,7.5,11.0
297222,PK,2014,7.7,262.0
126927,The Devil's Widow,1970,6.0,1.0
201076,Mirage Men,2013,5.0,3.0
283712,Boats,2013,3.5,2.0
224903,Final: The Rapture,2013,4.6,4.0
296626,Finders Keepers,2014,4.6,60.0
42996,Five Weeks in a Balloon,1962,6.2,6.0
130064,Flesh and Blood,1922,0.0,0.0
64091,Flesh Wounds,2011,3.0,6.0
84100,Flirtation Walk,1934,2.5,2.0
48854,Sansa,2004,5.0,1.0
116977,Foodfight!,2012,2.3,28.0
81878,Forbidden,1949,7.0,1.0
27399,Forbidden,1953,6.3,4.0
17806,Forever Lulu,2000,5.1,6.0
65186,Forget Me Not,2011,5.5,9.0
95060,Fort Massacre,1958,5.3,3.0
272663,Fort Vengeance,1953,0.0,0.0
72474,Fort Worth,1951,0.0,0.0
51175,Shaka Zulu: The Last Great Warrior,2005,5.3,3.0
106821,Four Jills in a Jeep,1944,7.0,1.0
124115,Four Wives,1939,0.0,0.0
29365,Framed,1947,6.3,8.0
98010,Francis of Assisi,1961,6.2,6.0
42706,Frank & Jesse,1995,6.7,3.0
29628,Get Crazy,1983,8.4,4.0
276918,America: Imagine the World Without Her,2014,5.4,35.0
186845,Symphony of the Soil,2013,10.0,1.0
252529,Another Me,2013,4.7,77.0
173732,Bang Bang,1971,7.5,2.0
31821,Now You Know,2002,5.7,5.0
288581,Rocks in my Pockets,2014,9.4,5.0
307127,Daughters of Dolma,2013,0.0,0.0
43635,My Rainy Days,2009,6.9,25.0
266040,Bird People,2014,5.2,44.0
153854,It Felt Like Love,2013,5.4,20.0
251959,Eye for an Eye,1966,5.0,1.0
253065,Miss Granny,2014,7.0,33.0
125891,Intermezzo,1936,5.5,3.0
46616,Joy of Living,1938,6.0,1.0
244049,Drishyam,2013,8.1,23.0
149854,Gloriously Wasted,2012,5.2,5.0
21605,Thunderpants,2002,4.6,15.0
22058,That Man Bolt,1973,5.8,2.0
28763,Island of Terror,1966,5.5,27.0
135832,Moon Man,2012,6.8,9.0
75298,The Fountain,1989,4.5,2.0
19365,Foreign Exchange,2008,3.7,6.0
157674,FrackNation,2013,6.3,7.0
209293,Louis Cyr : The Strongest Man in the World,2013,6.0,10.0
59439,Natural Selection,2011,6.0,8.0
276908,Comet,2014,6.8,150.0
42811,Free and Easy,1930,4.3,3.0
240881,Free Ride,2013,5.4,19.0
274478,Freedom Strike,1998,4.8,4.0
56539,Friday Foster,1975,5.8,13.0
106136,From Above,2014,0.5,2.0
49391,From Time to Time,2009,6.2,24.0
162059,Front Page Woman,1935,6.8,2.0
16365,Futuresport,1998,4.5,18.0
152986,Gambling Lady,1934,4.8,4.0
142012,Gang in Blue,1996,6.0,1.0
54165,A Summer in St. Tropez,1983,5.8,4.0
105404,Garbo Talks,1984,6.2,8.0
16460,Garfield Gets Real,2007,5.3,27.0
26728,Garfield's Fun Fest,2008,5.1,13.0
19993,George Lopez: America's Mexican,2007,10.0,1.0
133704,"George Lopez: It's Not Me, It's You",2012,6.3,2.0
28630,"George Lopez: Tall, Dark & Chicano",2009,4.3,2.0
37238,Geronimo,1962,4.1,6.0
31609,Cheech & Chong Get Out of My Room,1985,5.2,12.0
94568,Get Yourself a College Girl,1964,0.0,0.0
50392,Ghost Son,2007,3.5,6.0
159638,Ghost Team One,2013,4.9,22.0
303542,The Invisible Boy,2014,6.0,170.0
17825,The 11 Commandments,2004,5.3,93.0
198184,Chappie,2015,6.6,3124.0
130925,Partysaurus Rex,2012,7.4,81.0
141423,The Legend of Mor'du,2012,5.9,18.0
256835,Toy Story That Time Forgot,2014,6.8,249.0
241930,Implanted,2013,4.3,5.0
265297,The Salt of the Earth,2014,8.1,146.0
42012,"No Retreat, No Surrender 2: Raging Thunder",1988,5.2,10.0
81586,Vincent: A Life in Color,2008,0.0,0.0
128946,Lille Fridolf Och Jag,1956,6.0,2.0
42759,The Call of the Wild,1972,6.8,11.0
39485,Hotel Sahara,1951,7.0,1.0
36339,Double Confession,1950,6.3,4.0
252746,Three Men in a Boat,1956,6.5,2.0
73027,Across the Bridge,1957,5.3,4.0
190474,The Hellions,1961,3.3,2.0
121611,The Biggest Bundle of Them All,1968,9.5,3.0
268536,A Master Builder,2013,6.2,7.0
253454,The Snow White Murder Case,2014,6.1,15.0
232175,Gimme Shelter,2013,6.4,90.0
18682,Girl Happy,1965,5.8,7.0
95997,Big Shot: Confessions of a Campus Bookie,2002,5.3,3.0
117942,Girls Gone Dead,2012,3.5,14.0
61038,Go for It!,2011,4.6,5.0
33709,Going Hollywood,1933,4.0,2.0
130452,Gold Diggers in Paris,1938,5.0,1.0
69878,Harvest,2011,5.0,2.0
111317,Zenobia,1939,2.5,2.0
150247,Zebra in the Kitchen,1965,5.0,1.0
222370,Jim Breuer: And Laughter for All,2013,0.0,0.0
127150,How to Eat Your Watermelon in White Company (and Enjoy It),2005,0.0,0.0
148777,In Vogue: The Editor's Eye,2012,7.3,6.0
207871,Savannah,2013,5.9,7.0
209686,3 Simoa,2012,0.0,0.0
285700,The Fool,2014,8.1,36.0
226227,The Disappeared,2008,5.0,1.0
199291,The Dark Matter of Love,2012,6.5,9.0
125034,Out Of The Clear Blue Sky,2012,7.5,5.0
121727,The Call of the Wild,1976,0.0,0.0
260346,Taken 3,2014,6.1,2225.0
201088,Blackhat,2015,5.1,842.0
188984,Tiger Eyes,2012,5.5,14.0
147903,Santa Fe,1951,5.8,6.0
259912,Memed My Hawk,1984,5.0,1.0
197737,Let Freedom Ring,1939,6.0,1.0
213603,Home of the Brave,2004,0.0,0.0
144610,City Cops,1989,7.5,5.0
36463,Miami Exposé,1956,5.0,2.0
315360,Beck 27 - Rum 302,2015,6.4,7.0
72240,Odd Girl Out,2005,5.0,24.0
126644,By the Law,1926,7.5,4.0
73198,Queen Sized,2008,3.6,7.0
71886,Tru Confessions,2002,5.7,10.0
127808,All The Fine Young Cannibals,1960,4.5,2.0
315057,Headfirst,2014,6.0,1.0
315044,"Eila, Rampe ja Likka",2014,5.3,2.0
216736,Lady Liberty,1971,0.0,0.0
38898,Night Train,1959,6.3,14.0
193348,Jump,1965,7.0,2.0
278329,Korso,2014,5.4,5.0
26700,Nocturna,2007,5.5,18.0
294652,Son of a Gun,2014,6.1,284.0
284793,The Land,1942,0.0,0.0
115132,Grass: A Nation's Battle for Life,1925,8.0,4.0
38267,War-Gods of the Deep,1965,4.8,16.0
66969,That Naughty Girl,1956,5.0,1.0
92251,The Vixen,1969,6.1,4.0
48714,The Big Shave,1968,6.9,47.0
48717,What's a Nice Girl Like You Doing in a Place Like This?,1963,6.1,9.0
87101,Terminator Genisys,2015,5.8,3677.0
71456,Bad Day on the Block,1997,5.4,8.0
118943,Those Awful Hats,1909,6.1,7.0
26621,Robin Williams: Weapons of Self Destruction,2009,7.5,16.0
86705,John Mulaney: New In Town,2012,8.0,27.0
66965,Come Dance with Me!,1959,6.3,3.0
75874,Patton Oswalt: Finest Hour,2011,8.0,3.0
27317,Patton Oswalt: My Weakness Is Strong,2009,7.7,9.0
92452,Patton Oswalt: Werewolves and Lollipops,2007,6.9,4.0
36575,Kevin Nealon: Now Hear Me Out!,2009,5.5,2.0
191120,"Kevin Nealon: Whelmed, But Not Overly",2012,5.5,4.0
149362,The War at Home,1979,8.0,1.0
78531,One Bright Shining Moment,2005,0.0,1.0
288158,The Woman in Black 2: Angel of Death,2014,5.0,389.0
68352,Sherlock Holmes: The Hound of the Baskervilles,1988,6.6,23.0
126432,Scattered Clouds,1967,7.6,5.0
203534,Dealin' with Idiots,2013,5.0,12.0
20177,Super Capers,2009,2.5,2.0
62934,Fight for Your Right Revisited,2011,6.7,16.0
84209,Busting,1974,7.7,6.0
116723,Comes a Bright Day,2012,5.4,18.0
3057,Frankenstein,2004,6.0,14.0
125458,"North and South, Book II",1986,6.7,10.0
199591,Penthouse North,2013,5.5,51.0
24023,Johan Falk: GSI - Gruppen för särskilda insatser,2009,7.2,12.0
24026,Johan Falk: Vapenbröder,2009,6.6,9.0
11752,Cheeky Girls,2008,5.5,8.0
142563,Fresh Guacamole,2012,7.6,46.0
157301,Adam and Dog,2013,6.8,20.0
9755,Bloodsuckers,2005,4.4,11.0
123634,Poolside,2012,9.0,2.0
8767,Stuntwoman,1977,5.8,14.0
43629,Doodlebug,1997,6.6,105.0
187156,Jean-Luc Cinema Godard,2009,0.0,0.0
241287,Tropico,2013,8.4,30.0
774,Workers Leaving the Lumière Factory,1895,6.2,52.0
163250,A Night at the Movies: The Horrors of Stephen King,2011,7.7,3.0
261207,A Night at the Movies: The Suspenseful World of Thrillers,2009,9.0,1.0
37775,"Bianco, rosso e Verdone",1981,7.1,93.0
37768,Borotalco,1982,6.5,48.0
37777,Soap and Water,1983,6.7,50.0
59040,I due carabinieri,1984,5.9,20.0
23273,Great!,1986,6.2,23.0
62491,My Sister and I,1987,8.0,2.0
56825,Compagni di scuola,1988,6.8,39.0
60014,The Child and the Policeman,1989,5.4,7.0
56551,Maledetto il giorno che t'ho incontrato,1992,6.4,28.0
58189,Perdiamoci di vista!,1994,6.3,11.0
56804,Viaggi di nozze,1995,6.9,93.0
58081,Iris Blond,1996,5.3,22.0
42674,Gallo cedrone,1998,5.0,24.0
44933,A Chinese in a Coma,2000,5.7,34.0
22728,Love Is Eternal While It Lasts,2004,6.0,40.0
43544,Ma che colpa abbiamo noi,2003,6.1,9.0
38327,My best enemy,2006,5.8,69.0
20414,"Grande, grosso e Verdone",2008,5.6,78.0
36298,"Me, Them And Lara",2010,5.4,42.0
93855,Posti in piedi in paradiso,2012,5.7,44.0
267573,Man on High Heels,2014,6.7,22.0
221437,Miss Zombie,2013,6.4,18.0
255456,Sotto una buona stella,2014,5.9,74.0
43477,Shinbone Alley,1970,0.0,0.0
261768,Lullaby,2014,5.3,20.0
199925,Over Your Dead Body,2014,7.1,12.0
211710,A Walk in the Old City of Warsaw,1958,7.0,1.0
267872,Korengal,2014,7.1,27.0
38187,The Hire: Powder Keg,2001,6.8,18.0
30091,The Hire: Chosen,2001,6.8,16.0
38183,The Hire: Ambush,2001,6.7,17.0
38190,The Hire: Ticker,2002,6.1,17.0
51939,The Hire: Beat the Devil,2002,6.5,15.0
38185,The Hire: Hostage,2002,6.5,17.0
251555,"Pancho, el perro millonario",2014,4.1,10.0
132601,The Reef 2: High Tide,2012,2.3,6.0
84197,Filly Brown,2013,5.9,10.0
137079,The Winter of Discontent,2013,5.0,1.0
21447,The Nautical Chart,2007,7.5,1.0
14749,Space Buddies,2009,4.0,26.0
298935,All Relative,2014,5.3,17.0
293861,Imagine I'm Beautiful,2014,6.5,3.0
51213,The Body of My Enemy,1976,6.2,10.0
55316,Pasha,1968,6.7,11.0
44522,The Gentleman from Epsom,1962,5.8,6.0
31270,The Great Spy Chase,1964,6.5,18.0
33336,Taxi for Tobruk,1961,6.3,16.0
208763,Forbidden Kingdom,2014,4.9,71.0
80145,"Excuse Me Darling, But Lucas Loved Me",1997,5.0,2.0
212756,Stay,2013,4.6,9.0
42863,No Distance Left to Run,2010,6.9,7.0
20693,Santos,2008,5.0,1.0
264048,A Patriotic Man,2013,6.5,2.0
289394,Houdini,2014,7.1,77.0
107255,A Night for Dying Tigers,2010,4.0,1.0
64926,June Night,1940,6.0,1.0
96546,Fear,1954,6.4,8.0
120539,Hedda Gabler,1962,7.0,3.0
78358,A Matter of Time,1976,8.0,1.0
43900,Angele,1934,5.5,2.0
43153,Harvest,1937,5.0,1.0
84875,The Well-Digger's Daughter,1940,7.0,2.0
67756,Topaze,1951,7.0,1.0
65703,Manon of the Spring,1952,6.9,4.0
50107,The House on 56th Street,1933,8.0,1.0
88209,Daughter of Shanghai,1937,6.0,2.0
23107,Lady Gangster,1942,6.5,2.0
101598,God Is My Co-Pilot,1945,4.0,3.0
36635,Danger Signal,1945,2.4,4.0
37482,The Crooked Way,1949,5.3,5.0
274007,The Color of Rain,2014,5.8,8.0
50327,To Grandmother's House We Go,1992,5.6,8.0
13654,101 Dalmatians II: Patch's London Adventure,2003,5.7,231.0
65611,Such a Pretty Little Beach,1949,5.4,5.0
54518,Justin Bieber: Never Say Never,2011,4.8,156.0
19824,Van Wilder: Freshman Year,2009,5.2,122.0
101660,V,1983,6.9,32.0
4226,Shriek If You Know What I Did Last Friday the Thirteenth,2000,4.8,70.0
230222,Tarzan,2013,5.5,223.0
13360,Highlander V: The Source,2007,3.5,53.0
18729,"North and South, Book I",1985,6.9,37.0
15434,Seed,2007,3.6,28.0
85373,StreetDance 2,2012,5.3,110.0
24655,The Car,1977,6.2,50.0
244688,The Hungover Games,2014,4.3,148.0
29988,Ishq,1997,5.3,9.0
78383,Nurse 3-D,2013,4.9,120.0
125509,Wrong Turn 5: Bloodlines,2012,4.7,225.0
50326,How The West Was Fun,1994,4.6,13.0
25373,A Cry in the Wild,1990,6.7,6.0
200085,Flu,2013,7.0,83.0
151044,McCullin,2012,7.5,15.0
5139,The Fox & the Child,2007,6.4,82.0
115520,Lili's Apron,2004,0.0,0.0
257648,The White Haired Witch of Lunar Kingdom,2014,4.8,22.0
181330,Kevin Hart: Let Me Explain,2013,7.0,98.0
121734,"Tad, the Lost Explorer",2012,5.6,136.0
140161,V: The Final Battle,1984,7.3,33.0
70008,Tactical Force,2011,5.1,37.0
18015,Shark Attack 3: Megalodon,2002,4.2,21.0
60575,Prowl,2010,4.4,39.0
250225,The Duke of Burgundy,2014,6.1,99.0
256876,Red Army,2014,7.3,57.0
161529,Must Have Been Love,2012,7.5,2.0
33932,Shortcut to Happiness,2003,5.1,34.0
174645,Java Heat,2013,5.1,29.0
19033,The Sasquatch Gang,2006,4.1,8.0
72359,Peeples,2013,5.6,26.0
9817,Save the Last Dance 2,2006,5.2,85.0
24116,The Skeptic,2009,5.2,31.0
10055,Room 6,2006,4.3,15.0
39227,When in Rome,2002,5.6,72.0
53459,F,2010,5.8,32.0
239562,The Single Moms Club,2014,5.7,45.0
209901,Nothing Left to Fear,2013,4.6,59.0
14025,Lake Dead,2007,4.2,21.0
25597,Hansel & Gretel,2007,6.8,55.0
32304,Nine Lives,2002,2.7,9.0
161321,The Power of Few,2013,5.0,30.0
15426,Unearthed,2007,3.8,22.0
15616,Private Valentine: Blonde & Dangerous,2008,5.7,34.0
51250,Gun,2010,5.5,32.0
19066,Rest Stop: Don't Look Back,2008,5.0,20.0
52916,Sabata,1969,5.2,23.0
77879,The Reunion,2011,5.4,32.0
293262,I Am Ali,2014,6.8,31.0
209416,Supermensch: The Legend of Shep Gordon,2014,7.4,31.0
91259,Lady Cocoa,1975,5.0,1.0
270303,It Follows,2015,6.6,1894.0
194817,Take a Girl Like You,1970,5.7,6.0
269173,The Anomaly,2014,4.8,145.0
54415,Sinbad: The Fifth Voyage,2014,4.2,10.0
152273,The Sarnos: A Life in Dirty Movies,2013,7.3,3.0
24745,Sweeney Todd: The Demon Barber of Fleet Street,1982,5.1,4.0
75074,Touchback,2011,5.5,26.0
98582,Unit 7,2012,5.8,43.0
28635,Wishmaster 3: Beyond the Gates of Hell,2001,3.8,38.0
31183,The Magical Legend of the Leprechauns,1999,6.7,20.0
119738,Thunderstruck,2012,5.5,37.0
287084,The Town that Dreaded Sundown,2014,5.7,167.0
110393,White Elephant,2012,6.2,27.0
139662,Maattrraan,2012,6.4,7.0
14440,The Tattooist,2007,5.1,20.0
19288,Leprechaun: Back 2 tha Hood,2003,4.9,26.0
26588,Summer's Blood,2009,5.2,20.0
38166,The Stranger,2010,4.8,15.0
18616,No Man's Land: The Rise of Reeker,2008,4.4,27.0
22175,The Shortcut,2009,4.6,39.0
27770,Sometimes They Come Back... Again,1996,4.0,28.0
37526,The Dentist 2: Brace Yourself,1998,4.3,20.0
16191,Highway to Hell,1991,6.1,19.0
146631,U.F.O.,2012,3.1,47.0
38602,Little Lord Fauntleroy,1980,7.0,43.0
30934,Tower of Evil,1972,5.8,12.0
29919,The Six Wives of Henry Lefay,2009,5.5,25.0
65762,Swinging with the Finkels,2011,4.3,30.0
115531,The Power and the Glory,1961,0.0,0.0
253153,The Girl from Nagasaki,2013,5.5,2.0
68189,Man Exposed,2006,6.0,6.0
86240,All Fall Down,1962,5.8,6.0
9076,Nur über meine Leiche,1995,5.3,3.0
56624,Run If You Can,2010,6.7,3.0
222715,Someone's Gaze,2013,6.7,29.0
92968,Time Freak,2011,6.3,6.0
98612,Above Us Only Sky,2011,6.3,8.0
114982,Goodbye to Language,2014,6.6,56.0
